campaign_id,kind,rule,I_exact,I_hat,abs_error,a_hat,run_id,source_json
triangulum_campaign_y1_20260309T123811Z,rule,left,0.5,0.5068372491153351,0.00683724911533512,0.5068372491153351,triangulum_y1_left_ks0-1_shots1024_20260309T122249Z,triangulum_y1_left_ks0-1_shots1024_20260309T122249Z.json
triangulum_campaign_y1_20260309T123811Z,rule,midpoint,0.5,0.500683590381209,0.0006835903812090205,0.500683590381209,triangulum_y1_midpoint_ks0-1_shots1024_20260309T121842Z,triangulum_y1_midpoint_ks0-1_shots1024_20260309T121842Z.json
triangulum_campaign_y1_20260309T123811Z,rule,right,0.5,0.49970701589086014,0.00029298410913985995,0.49970701589086014,triangulum_y1_right_ks0-1_shots1024_20260309T122701Z,triangulum_y1_right_ks0-1_shots1024_20260309T122701Z.json
triangulum_campaign_y1_20260309T123811Z,combined,simpson,0.5,0.5015464377551718,0.0015464377551718256,,,
