run_id,backend,y,rule,k,shots,successes,p_hat,a_hat_global,I_hat_global,timestamp_utc
sim_y1_midpoint_ks0-1-2_shots4096_20260309T125504Z,simulator,1.0,midpoint,0,4096,2048,0.5,0.49999999872685064,0.49999999872685064,20260309T125504Z
sim_y1_midpoint_ks0-1-2_shots4096_20260309T125504Z,simulator,1.0,midpoint,1,4096,2048,0.5,0.49999999872685064,0.49999999872685064,20260309T125504Z
sim_y1_midpoint_ks0-1-2_shots4096_20260309T125504Z,simulator,1.0,midpoint,2,4096,2048,0.5,0.49999999872685064,0.49999999872685064,20260309T125504Z
